Restaurant_Name,City,Cuisine,Rating,Votes,Cost_For_Two,Review,Date,Month,Year,Sentiment_Label,VADER_Compound_Score,Reviewer_Name,Dining_Type,Has_Online_Delivery,Has_Table_Booking,Review_Length,Word_Count
Peter Cat,Delhi,Mexican,2.0,144,800,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-11-30,November,2023,Negative,-0.6461,User_9673,Delivery,No,Yes,78,14
Udupi Palace,Pune,Chinese,1.7,1179,500,Overpriced for mediocre food quality. Definitely not worth it at all.,2022-05-30,May,2022,Negative,-0.6041,User_6364,Delivery,Yes,No,69,11
Smoke House Deli,Chennai,Mughlai,3.5,3839,600,Visited twice and both times it was a mixed bag experience. Inconsistent quality.,2022-02-26,February,2022,Neutral,-0.0159,User_3897,Dine-in,Yes,No,81,13
Mamagoto,Pune,Mughlai,4.2,3174,2000,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-11-02,November,2022,Positive,0.9561,User_2424,Takeaway,Yes,No,82,13
Aaheli,Pune,Chinese,4.3,3867,1500,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-06-17,June,2023,Positive,0.8172,User_3775,Delivery,No,No,73,10
The Great Kabab Factory,Hyderabad,Mexican,4.9,720,1000,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-11-28,November,2022,Positive,0.7351,User_4760,Takeaway,No,No,73,10
Barbeque Nation,Hyderabad,Italian,3.1,1571,2000,Not bad but not great either. Service was slow but the staff was polite throughout.,2023-02-09,February,2023,Neutral,-0.2834,User_5388,Delivery,No,Yes,83,15
Pizza Hut,Hyderabad,Bengali,3.8,29,1500,Visited twice and both times it was a mixed bag experience. Inconsistent quality.,2023-09-17,September,2023,Neutral,-0.1514,User_2491,Takeaway,Yes,Yes,81,13
The Great Kabab Factory,Mumbai,Mughlai,4.7,1979,400,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-01-07,January,2022,Positive,0.4263,User_2628,Delivery,Yes,Yes,73,10
Haldirams,Hyderabad,Italian,3.5,2394,300,Visited during lunch. The thali was alright but nothing particularly special.,2023-11-27,November,2023,Neutral,0.1114,User_1079,Takeaway,Yes,Yes,77,11
Burger King,Ahmedabad,North Indian,4.5,296,400,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-05-11,May,2023,Positive,0.9406,User_2841,Dine-in,No,Yes,85,13
Smoke House Deli,Mumbai,Bengali,4.3,73,200,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-12-07,December,2023,Positive,0.7027,User_1093,Takeaway,Yes,Yes,82,12
Oh! Calcutta,Pune,Fast Food,3.6,4348,600,Moderate experience overall. Some dishes were good while others were just average.,2022-10-29,October,2022,Neutral,-0.1955,User_4906,Delivery,Yes,No,82,12
KFC,Kolkata,South Indian,4.4,3820,300,The butter chicken here is legendary. Cannot stop thinking about it even now.,2022-04-29,April,2022,Positive,0.6048,User_1959,Takeaway,No,Yes,77,13
Pizza Hut,Ahmedabad,Chinese,4.9,1954,200,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-02-24,February,2022,Positive,0.8906,User_9514,Dine-in,Yes,No,75,11
6 Ballygunge Place,Mumbai,Chinese,3.0,3079,200,The ambiance is nice but food quality could be improved considerably.,2022-01-13,January,2022,Neutral,0.0996,User_4517,Dine-in,No,Yes,69,11
Flurys,Hyderabad,Chinese,1.4,1218,800,Worst dining experience ever. The chicken was undercooked and completely tasteless.,2022-06-14,June,2022,Negative,-0.6844,User_1703,Dine-in,Yes,Yes,83,11
KFC,Mumbai,Mughlai,4.7,3174,400,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-08-09,August,2022,Positive,0.4159,User_9095,Takeaway,Yes,Yes,82,12
Dominos Pizza,Pune,Bengali,4.8,3380,1500,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-04-25,April,2023,Positive,0.9911,User_3223,Takeaway,Yes,Yes,85,13
Saravana Bhavan,Mumbai,Fast Food,4.8,1925,1200,The portions are generous and the taste is authentic. Great value for money indeed.,2023-03-19,March,2023,Positive,0.8278,User_1257,Dine-in,Yes,Yes,83,14
Oudh 1590,Chennai,South Indian,4.9,2327,200,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-10-19,October,2023,Positive,0.5366,User_1195,Delivery,Yes,Yes,84,11
Nizam,Chennai,South Indian,3.8,4332,200,Incredible flavors! This is my go-to place for celebrations and special occasions.,2022-11-24,November,2022,Positive,0.5256,User_5250,Takeaway,No,Yes,82,12
Trincas,Chennai,Mughlai,3.0,3583,600,Average restaurant overall. Food is decent but presentation could be much better.,2023-06-01,June,2023,Neutral,0.169,User_8406,Takeaway,No,Yes,81,12
Biryani Blues,Hyderabad,North Indian,1.5,4187,800,Extremely slow service. The food arrived cold and without proper presentation at all.,2022-02-11,February,2022,Negative,-0.7941,User_4805,Delivery,No,Yes,85,13
Dominos Pizza,Ahmedabad,Chinese,4.6,4503,400,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2022-09-06,September,2022,Positive,0.9873,User_4070,Takeaway,Yes,Yes,84,15
Trincas,Hyderabad,Chinese,3.9,236,600,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2022-07-17,July,2022,Positive,0.4104,User_7998,Dine-in,No,Yes,85,13
Haldirams,Delhi,Fast Food,3.8,2247,1200,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2022-03-09,March,2022,Positive,0.5204,User_8776,Dine-in,Yes,No,87,13
Barbeque Nation,Pune,Continental,4.8,3332,1500,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-06-07,June,2023,Positive,0.6967,User_4198,Takeaway,Yes,Yes,84,11
Mamagoto,Delhi,Bengali,1.0,2028,300,The biryani was bland and overpriced. Expected much better quality from this place.,2023-07-11,July,2023,Negative,-0.5557,User_9886,Takeaway,Yes,Yes,83,13
KFC,Mumbai,Continental,3.5,3817,1000,Standard restaurant with regular Indian food. Nothing to write home about really.,2023-12-13,December,2023,Neutral,-0.0001,User_8192,Delivery,Yes,No,81,12
Pizza Hut,Chennai,Mexican,3.9,3695,300,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-06-06,June,2022,Positive,0.3273,User_7916,Delivery,No,Yes,82,13
Arsalan,Ahmedabad,North Indian,4.6,1894,800,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2022-09-15,September,2022,Positive,0.6886,User_6002,Delivery,Yes,No,75,11
Oh! Calcutta,Bangalore,Fast Food,3.0,1505,2000,The ambiance is nice but food quality could be improved considerably.,2023-10-14,October,2023,Neutral,0.2504,User_9718,Delivery,No,Yes,69,11
Karim's,Ahmedabad,Chinese,3.5,2790,500,The ambiance is nice but food quality could be improved considerably.,2022-07-14,July,2022,Neutral,0.2258,User_8743,Takeaway,Yes,Yes,69,11
Mamagoto,Delhi,Mexican,4.3,2535,1500,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-09-13,September,2023,Positive,0.5966,User_7293,Delivery,No,No,73,10
Pizza Hut,Ahmedabad,Italian,1.6,1082,800,The staff was rude and unhelpful. Will never visit again and do not recommend.,2023-11-25,November,2023,Negative,-0.4688,User_4928,Takeaway,Yes,No,78,14
Oh! Calcutta,Pune,Chinese,1.9,2563,500,Overpriced for mediocre food quality. Definitely not worth it at all.,2022-08-20,August,2022,Negative,-0.7666,User_1048,Delivery,Yes,Yes,69,11
McDonald's,Pune,Mughlai,4.7,762,400,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2023-12-09,December,2023,Positive,0.3817,User_7134,Delivery,Yes,No,87,13
Udupi Palace,Bangalore,Mughlai,4.8,1788,400,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-03-06,March,2023,Positive,0.6697,User_4194,Delivery,No,Yes,75,11
Pind Balluchi,Chennai,Continental,4.7,1676,600,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-10-31,October,2023,Positive,0.8181,User_5438,Delivery,Yes,Yes,84,11
Haldirams,Mumbai,Bengali,4.5,3926,800,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-08-05,August,2023,Positive,0.5051,User_5732,Dine-in,Yes,No,84,14
Taco Bell,Chennai,Mughlai,4.9,1017,300,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-10-02,October,2023,Positive,0.3522,User_7682,Delivery,No,Yes,85,13
Mamagoto,Pune,Continental,4.9,3622,600,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2022-06-27,June,2022,Positive,0.9935,User_4347,Delivery,Yes,No,85,14
Karim's,Mumbai,Fast Food,3.9,3029,600,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-05-03,May,2022,Positive,0.5213,User_2233,Takeaway,Yes,No,82,13
Arsalan,Bangalore,Italian,4.8,1620,800,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2022-09-24,September,2022,Positive,0.6904,User_2248,Dine-in,Yes,Yes,84,15
Mamagoto,Pune,Continental,3.6,1386,1000,Moderate experience overall. Some dishes were good while others were just average.,2023-11-28,November,2023,Neutral,0.021,User_6055,Dine-in,Yes,Yes,82,12
Yauatcha,Pune,North Indian,4.7,4883,1000,The butter chicken here is legendary. Cannot stop thinking about it even now.,2022-01-28,January,2022,Positive,0.5725,User_7770,Dine-in,No,No,77,13
Nizam,Mumbai,Chinese,2.0,3170,200,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2023-12-18,December,2023,Negative,-0.6562,User_6540,Dine-in,No,Yes,81,13
Yauatcha,Ahmedabad,South Indian,3.9,1146,200,Absolutely loved the food! The biryani was heavenly and the service was top-notch.,2022-11-23,November,2022,Positive,0.9303,User_4129,Dine-in,No,Yes,82,13
Biryani Blues,Chennai,North Indian,4.0,3414,1500,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2023-09-28,September,2023,Positive,0.9498,User_9379,Dine-in,Yes,Yes,84,15
Taco Bell,Delhi,Thai,4.1,1165,600,Best restaurant in the city! Will definitely come back. Highly recommend to everyone.,2023-07-16,July,2023,Positive,0.7914,User_7093,Dine-in,No,No,85,13
Moti Mahal,Ahmedabad,Thai,2.9,704,600,The ambiance is nice but food quality could be improved considerably.,2022-03-11,March,2022,Neutral,-0.263,User_5559,Delivery,Yes,No,69,11
Bukhara,Delhi,Bengali,4.0,564,1000,"Loved everything about this place. The ambiance, food, and service all 10 out of 10.",2023-07-01,July,2023,Positive,0.7939,User_6799,Takeaway,No,Yes,84,15
Bohemian,Kolkata,Mexican,1.5,3588,1200,The biryani was bland and overpriced. Expected much better quality from this place.,2023-11-07,November,2023,Negative,-0.3173,User_4495,Delivery,Yes,Yes,83,13
The Great Kabab Factory,Kolkata,Fast Food,4.4,1721,1500,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2023-10-19,October,2023,Positive,0.8746,User_7388,Delivery,No,Yes,85,14
Arsalan,Chennai,South Indian,4.1,856,1500,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2023-11-20,November,2023,Positive,0.4908,User_6184,Dine-in,No,Yes,85,14
6 Ballygunge Place,Delhi,Italian,4.3,2922,1500,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-05-17,May,2022,Positive,0.3178,User_7714,Takeaway,No,No,84,11
Biryani Blues,Pune,Italian,4.4,2685,1200,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2022-01-18,January,2022,Positive,0.9421,User_2341,Dine-in,Yes,Yes,80,11
Dominos Pizza,Chennai,Chinese,4.0,860,600,"Fresh ingredients, wonderful taste, superb service. Came back thrice this month!",2023-11-03,November,2023,Positive,0.5176,User_9624,Dine-in,Yes,No,80,11
Rajdhani,Chennai,North Indian,4.5,1979,800,Superb food quality and excellent presentation. The desserts were absolutely divine.,2023-02-20,February,2023,Positive,0.4639,User_6511,Dine-in,No,Yes,84,11
Arsalan,Ahmedabad,Mexican,4.3,2653,800,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2023-11-30,November,2023,Positive,0.9262,User_8516,Dine-in,No,No,82,12
Trincas,Kolkata,Chinese,4.0,3444,600,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-07-19,July,2023,Positive,0.5317,User_8503,Takeaway,Yes,Yes,75,11
Aminia,Kolkata,Chinese,3.4,2252,2000,Average restaurant overall. Food is decent but presentation could be much better.,2022-06-29,June,2022,Neutral,0.0807,User_8014,Delivery,Yes,Yes,81,12
Oudh 1590,Pune,Bengali,4.5,1174,200,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2023-09-24,September,2023,Positive,0.9549,User_1986,Dine-in,No,No,82,12
Mainland China,Ahmedabad,North Indian,4.7,2327,400,Outstanding experience from start to finish. The staff was very friendly and welcoming.,2022-03-26,March,2022,Positive,0.5397,User_3351,Delivery,No,No,87,13
Saravana Bhavan,Hyderabad,Thai,5.0,3082,1200,The butter chicken here is legendary. Cannot stop thinking about it even now.,2023-09-15,September,2023,Positive,0.773,User_5057,Delivery,Yes,No,77,13
Indian Accent,Mumbai,Continental,4.7,2911,1500,The portions are generous and the taste is authentic. Great value for money indeed.,2022-03-02,March,2022,Positive,0.3152,User_3305,Dine-in,No,Yes,83,14
Social,Chennai,Mughlai,4.5,1189,1200,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2022-07-13,July,2022,Positive,0.6679,User_9540,Dine-in,No,No,73,10
Nizam,Hyderabad,Italian,1.5,3950,300,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2023-09-20,September,2023,Negative,-0.5017,User_2393,Delivery,Yes,Yes,82,14
The Irish House,Hyderabad,North Indian,4.2,2056,600,Incredible flavors! This is my go-to place for celebrations and special occasions.,2023-10-28,October,2023,Positive,0.3608,User_7875,Takeaway,No,Yes,82,12
Taco Bell,Delhi,Mexican,3.1,1307,200,Good location but the food is just okay. Service was average and took some time.,2023-07-08,July,2023,Neutral,0.2464,User_2094,Dine-in,Yes,No,80,15
Aminia,Pune,Bengali,3.3,3102,1200,Average restaurant overall. Food is decent but presentation could be much better.,2022-12-17,December,2022,Neutral,0.212,User_6097,Delivery,No,No,81,12
Udupi Palace,Delhi,Italian,3.9,1665,600,Mouthwatering dishes! The dal makhani and naan were absolutely wonderful.,2023-12-14,December,2023,Positive,0.5316,User_6869,Takeaway,Yes,Yes,73,10
Barbeque Nation,Bangalore,Mughlai,1.6,1118,1500,The biryani was bland and overpriced. Expected much better quality from this place.,2022-02-20,February,2022,Negative,-0.8562,User_4148,Takeaway,Yes,Yes,83,13
Dominos Pizza,Hyderabad,Fast Food,1.6,243,800,Very disappointing. The food tasted stale and the place looked dirty and unkempt.,2022-11-19,November,2022,Negative,-0.5416,User_8610,Dine-in,Yes,No,81,13
Mamagoto,Delhi,Mughlai,4.3,2630,300,Superb food quality and excellent presentation. The desserts were absolutely divine.,2022-10-16,October,2022,Positive,0.5699,User_3020,Takeaway,No,No,84,11
Aaheli,Ahmedabad,Mughlai,4.9,2014,1500,Great place for family dining. Kids loved the food and staff was very accommodating.,2022-10-20,October,2022,Positive,0.985,User_5177,Takeaway,Yes,No,84,14
Zara,Ahmedabad,Italian,4.1,1393,1200,Perfect dining experience. The chef clearly knows what they are doing with each dish.,2022-12-02,December,2022,Positive,0.6057,User_6650,Dine-in,Yes,Yes,85,14
Farzi Cafe,Kolkata,Thai,1.9,1490,1500,Not hygienic at all. Found something unexpected in my food. Completely put off.,2023-01-19,January,2023,Negative,-0.9218,User_9798,Delivery,Yes,No,79,13
Nizam,Kolkata,South Indian,4.2,2273,2000,The butter chicken here is legendary. Cannot stop thinking about it even now.,2023-12-25,December,2023,Positive,0.7077,User_6137,Delivery,No,No,77,13
Peter Cat,Chennai,Fast Food,4.5,1401,800,Fantastic experience overall. The mutton biryani is a must-try. Worth every penny.,2022-03-16,March,2022,Positive,0.3211,User_5966,Dine-in,No,No,82,12
Flurys,Kolkata,Fast Food,3.8,4008,1200,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-08-26,August,2023,Positive,0.3484,User_6679,Dine-in,Yes,No,84,14
Moti Mahal,Ahmedabad,North Indian,2.3,2825,400,The biryani was bland and overpriced. Expected much better quality from this place.,2023-05-17,May,2023,Negative,-0.84,User_1728,Takeaway,Yes,Yes,83,13
Barbeque Nation,Chennai,South Indian,4.7,2220,500,Great place for family dining. Kids loved the food and staff was very accommodating.,2023-05-23,May,2023,Positive,0.8801,User_7936,Dine-in,Yes,Yes,84,14
Indian Accent,Mumbai,Italian,2.4,3166,300,Terrible service! Waited for over an hour and the food arrived cold and tasteless.,2022-05-11,May,2022,Negative,-0.5888,User_5394,Delivery,No,No,82,14
Taco Bell,Ahmedabad,Fast Food,4.7,1038,500,Amazing ambiance and delicious food. Highly recommended to all food lovers!,2023-11-14,November,2023,Positive,0.7981,User_7547,Delivery,No,Yes,75,11
Rajdhani,Delhi,Mughlai,3.4,3844,800,Visited during lunch. The thali was alright but nothing particularly special.,2022-12-22,December,2022,Neutral,0.0049,User_2799,Takeaway,No,No,77,11
